CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100)
21658,Male,32,43918,20
10787,Male,50,64270,54
15151,Male,32,37421,36
35079,Female,50,73307,59
14895,Female,27,70244,42
8411,Male,18,27044,91
21247,Male,36,90143,40
22066,Male,37,33196,32
22248,Female,18,124275,88
46881,Female,51,29840,66
743,Male,37,79187,56
27670,Female,34,204325,76
13056,Female,48,166875,90
41321,Female,26,18289,19
41014,Female,38,15000,21
24340,Male,37,164466,30
47757,Male,34,139868,87
44338,Female,20,129071,27
11367,Female,18,49003,47
37644,Female,23,51565,90
12968,Female,43,73245,51
32200,Female,26,168239,29
29874,Male,29,28274,73
14208,Male,35,82095,43
40824,Male,28,37013,26
22848,Male,44,58828,40
20591,Female,31,85041,51
8947,Female,27,81648,57
41035,Male,18,89314,51
24615,Female,42,278302,84
16506,Male,21,64098,58
21702,Female,45,34872,84
6432,Female,53,37999,16
14799,Female,39,39589,13
30343,Male,33,19245,89
47546,Male,34,153014,26
34602,Female,27,76223,46
42311,Male,25,93879,78
2135,Female,30,35271,32
10886,Male,54,61073,48
522,Female,30,26436,61
16870,Male,22,19824,63
43503,Male,62,96447,74
48507,Male,47,91119,41
32596,Male,18,88188,16
45259,Female,32,95467,14
35209,Male,26,49134,10
36339,Male,52,105856,32
1981,Female,32,89433,50
49066,Male,37,58383,52
5483,Female,30,32463,95
16630,Male,22,41677,16
20168,Female,36,63168,53
951,Female,34,37051,73
13995,Female,34,85139,46
33995,Female,21,65678,54
40044,Male,34,41674,20
17599,Female,36,57778,40
8053,Male,18,294506,89
3424,Female,33,51510,47
21541,Female,48,163541,79
31679,Female,37,86568,59
49877,Male,37,49887,38
19971,Male,38,241042,71
46061,Male,48,137390,19
28737,Male,26,130019,20
1562,Male,35,27069,61
39218,Female,36,28707,69
27143,Female,39,37858,84
34824,Female,39,49620,44
39976,Male,22,91966,58
19241,Female,18,127770,88
13657,Male,58,37259,64
28940,Male,18,76846,44
45339,Female,41,81275,51
46030,Female,38,97857,50
29061,Male,18,53059,56
20947,Female,33,15975,18
5450,Female,48,58192,46
13654,Male,18,117707,22
18594,Male,50,64907,55
46533,Male,33,81278,57
38821,Male,38,20734,19
24327,Male,35,29957,22
26875,Male,36,274495,89
16287,Male,58,145980,87
49494,Female,50,53599,48
34512,Female,43,107262,70
45558,Female,40,124189,93
25174,Male,54,60051,55
29804,Male,37,25123,25
26998,Female,28,47365,69
35049,Female,31,47474,21
12446,Female,25,47734,12
25057,Female,34,269841,83
35181,Female,43,26396,83
32018,Male,38,76966,52
31926,Male,18,47469,62
20133,Male,20,28043,7
19372,Male,31,180543,18
11419,Female,29,33019,28
44265,Female,31,154765,94
13,Female,36,54734,59
28485,Male,27,296184,97
8808,Female,46,26085,63
13932,Female,21,60916,42
14235,Female,27,41267,68
34251,Male,29,16063,34
19014,Male,32,85710,56
20504,Male,46,46499,17
13836,Male,41,83815,51
17802,Male,43,40088,29
49268,Female,18,53075,45
42683,Female,44,60829,41
33146,Male,26,29232,74
23897,Male,29,61831,54
39055,Female,49,81459,47
17669,Female,39,29951,18
11412,Female,18,55258,50
44241,Male,53,146290,14
17910,Female,50,80362,40
28418,Female,55,84841,89
49947,Male,34,63512,55
49133,Female,36,44755,77
26797,Female,31,19113,74
1876,Male,18,131927,29
31493,Female,51,204954,70
6426,Male,18,93450,70
25652,Male,46,43994,64
15740,Male,39,149500,26
6893,Female,41,54423,48
32989,Female,27,170823,7
30094,Male,34,83049,49
11116,Male,41,261303,91
2725,Female,39,168904,23
40300,Female,30,74938,42
1050,Female,44,32235,90
17754,Female,36,59487,57
43174,Male,44,92718,14
12994,Female,31,94825,89
43025,Female,51,153294,97
7586,Male,44,20471,21
7450,Male,21,80482,55
765,Female,28,46574,27
25131,Male,33,30196,31
24414,Female,27,80516,54
1012,Female,39,23100,81
32464,Male,31,23483,60
40218,Male,30,72932,49
47673,Male,27,80109,58
7729,Female,20,93026,45
14151,Female,38,153070,16
30944,Male,37,15000,86
25256,Female,35,132798,74
37599,Male,46,15000,21
16687,Female,36,112798,9
38451,Female,47,78095,51
48747,Female,36,37650,68
10962,Female,18,41873,91
24473,Male,42,130234,21
6437,Male,18,66614,40
13048,Female,32,36142,17
35933,Female,56,17476,86
22220,Male,66,108354,19
34209,Male,61,37172,62
31596,Male,43,155247,22
7617,Female,36,43932,66
33582,Male,38,56927,47
29031,Male,42,70586,56
13487,Female,46,226873,71
39564,Male,42,54255,46
32884,Male,20,33807,64
30609,Female,25,38061,10
8419,Female,32,268961,93
34709,Female,41,31221,35
12778,Female,21,79071,41
1763,Female,34,33061,79
47477,Male,39,56212,47
4461,Male,49,61534,43
41974,Male,30,49341,46
22047,Male,23,94006,18
15005,Female,18,77145,47
35605,Male,31,74556,41
25311,Female,49,15570,31
35164,Male,18,113745,19
43813,Male,41,48045,44
11505,Female,25,67416,47
25444,Female,18,51253,34
6115,Female,44,45260,8
17241,Female,52,30635,90
30275,Male,42,15750,33
1384,Male,49,278819,87
19600,Female,39,48085,34
44168,Male,18,66004,57
18843,Female,22,98291,83
17052,Male,20,127896,70
44741,Female,41,97328,84
40950,Female,18,54951,58
48142,Male,43,175314,20
46205,Male,32,65467,44
4666,Male,27,112485,17
4310,Female,26,118731,32
28711,Female,29,91433,55
34575,Female,49,91675,19
14391,Female,23,289140,71
19898,Male,38,25838,25
46748,Female,36,48623,49
28552,Male,40,32333,5
16535,Male,18,91939,46
37782,Male,40,208871,71
30029,Male,23,35448,37
21574,Female,35,85230,52
37292,Male,35,55798,43
46658,Male,46,131571,28
33336,Male,49,139294,25
5338,Female,28,37882,57
42888,Female,28,72869,50
45034,Male,63,233125,85
29840,Male,28,270252,97
25694,Female,18,22359,87
6726,Female,20,47879,51
8929,Male,36,45863,48
38763,Male,50,26841,64
1383,Female,53,149874,9
49967,Male,18,166439,11
6665,Female,49,55259,42
11526,Female,50,117297,25
39285,Female,37,15000,39
42339,Male,30,78516,46
21493,Male,40,162569,6
49971,Male,29,171116,31
31092,Female,28,140090,92
26192,Male,47,63942,49
18906,Male,37,45922,61
12807,Male,23,26937,93
24467,Male,33,65605,45
45914,Female,18,129204,28
24421,Female,27,63473,46
22727,Male,50,35847,16
17631,Male,29,91777,50
20479,Female,46,46022,58
38884,Male,18,131803,33
44477,Male,30,24598,67
21238,Male,44,78156,49
27212,Female,33,54866,45
34296,Female,40,65774,50
27546,Female,31,65190,52
46023,Male,20,142657,25
39362,Male,25,20712,34
49061,Female,31,31007,63
10556,Female,47,126055,32
47273,Female,31,78713,53
19203,Female,62,112825,73
40211,Male,31,295945,73
22806,Female,47,40292,63
11185,Female,43,301763,92
49539,Female,30,32910,13
22780,Male,31,116769,9
40667,Female,48,47741,60
33865,Male,45,51963,55
14405,Male,27,157146,97
47095,Male,25,130319,14
23193,Male,35,47547,81
34025,Female,18,243641,76
26735,Male,47,69154,49
41693,Male,26,65128,56
3032,Male,18,81490,57
23660,Female,35,261236,74
29561,Male,20,148056,30
4681,Male,41,34962,7
10699,Male,29,79566,43
10507,Male,42,47296,56
34197,Male,35,19821,37
5659,Female,36,21299,69
12511,Female,39,34692,31
7393,Female,29,22761,19
10894,Female,50,63172,46
45825,Male,26,15562,37
37373,Male,47,210769,88
37088,Female,23,26343,12
32761,Male,57,95730,85
24815,Female,20,80599,59
16818,Male,32,37879,94
47376,Male,25,40766,20
21611,Male,24,27402,33
42959,Female,34,174114,87
26477,Male,35,169760,26
21089,Female,34,47197,48
39657,Male,43,62675,53
4484,Male,36,54197,53
35470,Female,30,77828,54
46900,Female,36,177884,21
33615,Female,49,30661,85
12668,Female,27,70493,48
32734,Female,35,132947,21
8182,Male,37,55221,32
11237,Female,18,67286,52
15358,Female,42,47138,90
47625,Male,37,64635,47
46044,Female,53,36506,77
46957,Male,36,279292,72
438,Male,47,79210,46
47780,Male,30,178611,80
9195,Female,22,62800,56
40733,Male,47,24424,69
37123,Male,49,296538,90
47600,Male,39,201984,83
6630,Male,56,77867,45
3940,Female,32,62180,54
23511,Female,53,24982,78
49707,Male,22,70765,51
272,Male,26,38880,91
45683,Male,31,269262,83
6072,Female,37,86046,40
15222,Female,43,86736,51
20234,Male,37,48872,25
13644,Male,21,38259,23
7104,Male,38,117656,28
48553,Female,31,141037,97
18040,Male,18,38717,60
17672,Male,48,62329,48
32220,Female,20,26209,25
25480,Female,40,29216,70
1586,Male,40,65149,50
41766,Female,37,32797,37
6697,Female,31,79580,59
41977,Male,50,38033,17
10568,Male,37,57259,45
791,Male,29,86856,40
40762,Male,18,47594,37
46332,Female,48,37370,65
3868,Male,30,159779,16
17565,Male,34,78693,48
39298,Male,35,55991,41
43922,Male,21,63994,43
37474,Male,35,37908,89
12250,Female,18,62733,57
11516,Male,18,64297,41
32043,Male,18,64492,46
34954,Male,21,94521,79
1278,Female,46,51064,46
42198,Male,22,88871,8
36745,Male,26,54607,43
45631,Female,59,37650,36
23154,Female,39,72077,41
3189,Male,58,82475,59
31430,Male,34,130132,79
48491,Male,30,37097,90
26210,Female,48,62710,42
43366,Male,30,125139,30
32867,Male,24,72516,59
6104,Female,39,120399,33
9222,Female,59,43817,88
1687,Male,48,57278,51
3019,Male,18,120669,23
25173,Male,45,20340,61
23580,Female,49,147875,25
44222,Female,56,17011,92
20678,Female,20,45533,5
42129,Male,46,116271,34
35274,Male,39,25491,76
39472,Female,44,151574,16
7359,Male,35,29257,33
14295,Male,37,40237,84
34289,Male,30,56551,45
4679,Male,37,44701,24
8024,Female,55,79048,56
47724,Female,25,122738,78
7316,Female,25,31986,18
7244,Female,30,77574,47
19223,Male,28,299345,95
39519,Female,37,62351,43
20502,Female,36,73273,58
31887,Male,50,50719,77
15223,Female,30,173554,72
48677,Male,30,43530,30
44915,Male,54,127259,9
39196,Female,35,21374,7
8334,Male,33,28029,85
33194,Female,43,129479,16
11405,Female,41,90448,54
8545,Female,55,82913,56
14373,Female,60,88113,54
22513,Female,27,34304,34
11554,Male,38,215298,76
38087,Male,39,197293,82
11393,Female,31,69687,44
254,Female,31,49552,56
14810,Female,19,38757,16
12584,Male,53,41679,36
41459,Male,18,20494,97
26987,Female,35,70609,49
10895,Female,59,144305,90
20398,Female,22,86128,55
16586,Male,18,61344,48
25102,Male,23,48705,47
41527,Male,36,73802,41
1293,Male,32,150433,90
41900,Female,29,47827,56
42367,Female,43,59931,49
5663,Female,34,261225,91
17651,Male,25,63901,42
21045,Male,22,58535,40
43130,Male,25,84728,58
7189,Male,31,19853,37
3801,Male,40,71497,41
7210,Female,26,65467,54
21038,Female,32,39624,96
27858,Female,48,19435,75
1813,Female,34,70237,47
415,Female,36,152885,15
43765,Male,32,31125,6
49633,Male,33,104016,12
31116,Female,49,120269,78
26466,Male,18,71791,49
5696,Female,34,237421,92
28576,Female,32,78070,42
47889,Female,46,17423,13
8712,Male,30,169365,73
34335,Male,35,65032,54
33169,Female,43,48473,43
10718,Male,24,31490,82
16446,Female,20,82399,48
37544,Male,47,98943,24
32821,Male,40,82561,55
18501,Male,37,245121,96
29043,Female,56,34089,25
33466,Female,28,209109,73
7592,Female,19,168800,7
9191,Male,36,17582,79
8721,Male,25,281610,89
16876,Female,35,192647,88
33926,Female,33,150902,95
39558,Female,37,43647,15
15862,Male,38,73007,48
11312,Male,47,61194,54
1840,Female,28,42697,71
38102,Female,42,73846,40
10047,Male,29,82423,40
31477,Female,42,15696,82
20462,Female,41,127268,75
37578,Male,51,80986,54
10180,Female,18,72545,41
35644,Male,18,131492,25
48788,Female,39,61789,43
40293,Male,43,35293,22
13255,Female,26,72938,48
3317,Male,39,65861,51
16077,Male,31,143882,13
42492,Female,38,32604,38
39980,Male,55,68844,57
588,Female,37,181357,74
48422,Male,38,113197,93
6887,Female,55,96072,26
47470,Female,25,110889,92
36546,Male,18,61527,51
26691,Female,18,39156,10
36400,Male,43,53199,58
15308,Male,27,87862,50
2254,Male,18,80216,59
20227,Female,52,233602,81
24435,Female,18,23080,18
42664,Male,33,82698,59
9579,Female,25,253700,98
580,Male,31,27983,75
27890,Male,33,52407,71
35773,Male,27,39190,29
803,Female,51,66265,48
31554,Male,34,81975,51
23662,Male,24,55828,57
17654,Male,34,209867,96
1331,Male,38,26192,28
36706,Female,18,56907,53
28806,Male,37,23643,38
15059,Female,37,155580,77
47510,Male,35,80389,42
41062,Female,41,43632,21
40078,Male,22,259326,77
3586,Female,39,84134,40
27061,Female,50,88219,48
39321,Male,25,37656,8
1355,Male,34,80629,51
36977,Male,45,52432,58
41918,Male,39,85791,50
15408,Male,30,80864,44
43319,Male,49,27055,27
49687,Female,27,85755,43
36196,Male,40,160067,22
18624,Male,21,39282,91
10042,Female,26,281129,82
8895,Male,50,81134,46
18602,Female,38,183198,16
39911,Female,18,34185,22
24031,Female,41,58933,47
5616,Male,29,55469,42
21955,Male,42,216400,90
31951,Female,18,110863,13
19840,Male,23,173913,25
21175,Male,61,158511,18
3847,Male,26,53166,52
31909,Female,35,120667,15
36824,Female,37,29646,26
381,Male,36,215298,70
5227,Female,29,52287,44
30103,Female,18,97541,19
23376,Female,46,139850,31
49065,Male,39,181548,70
31394,Male,46,31375,7
24153,Male,34,255909,70
27292,Male,38,63514,45
16366,Female,49,51645,52
17160,Male,27,48356,59
7575,Female,27,33368,25
44886,Female,41,142962,89
2668,Male,48,46456,43
13739,Male,18,59968,45
15929,Female,41,21523,74
47842,Male,54,146429,20
32801,Male,39,86151,54
49127,Male,47,44947,82
44545,Male,48,82626,55
14871,Female,18,50611,36
8992,Female,21,41045,83
19080,Female,35,121058,20
21048,Female,54,278282,74
29397,Male,50,157060,23
10741,Female,28,91882,45
26173,Female,40,85646,46
37128,Male,18,74122,51
30554,Male,68,86593,45
1682,Male,53,121643,9
29824,Female,53,64917,57
16273,Male,29,29430,23
33017,Male,31,280155,96
26111,Male,22,86377,59
29275,Male,37,27222,23
19596,Female,27,56846,40
14397,Male,41,74439,43
28718,Female,30,83233,55
19755,Male,19,262192,85
48278,Male,39,48304,46
12377,Male,26,127042,73
34389,Male,18,33410,26
15971,Male,18,41925,90
11755,Female,29,54818,54
48493,Male,20,93191,90
46453,Male,31,48879,47
21746,Female,18,192033,84
23888,Male,55,53431,42
38805,Female,28,53895,46
4073,Female,21,80880,57
14601,Male,36,91250,56
37269,Male,52,37112,22
26232,Male,42,37203,75
40842,Male,41,22523,12
27808,Female,29,38821,19
9189,Male,18,56965,53
27063,Male,32,64797,59
46663,Male,37,295664,94
8588,Female,46,118680,19
33446,Male,31,95275,71
16976,Female,35,141592,76
22354,Female,49,204772,77
1190,Male,41,292621,80
12815,Male,39,56509,46
17273,Female,18,185299,33
35891,Female,47,82946,40
46151,Male,46,20401,6
46432,Female,23,107770,11
31826,Male,22,36147,16
12022,Male,34,46257,78
44824,Male,18,67489,44
30338,Female,18,49360,65
18400,Male,32,35641,80
2622,Female,26,92216,59
18937,Female,18,20004,16
3193,Female,31,18066,37
8143,Male,29,46098,57
864,Male,34,196175,96
7923,Male,43,76103,57
4606,Male,31,124884,13
23308,Female,30,46217,52
27447,Male,18,67438,45
1789,Female,22,274485,75
43794,Male,18,266018,79
49026,Male,33,49066,80
36558,Male,36,32637,31
31251,Male,31,45176,22
41071,Male,38,176671,72
19478,Female,62,44921,7
48830,Male,37,66813,48
33463,Female,40,77067,56
20761,Female,41,87330,46
34681,Female,42,29875,24
32725,Male,18,141664,93
27711,Female,38,82169,47
35732,Male,43,137819,12
35744,Male,46,38562,68
38657,Female,30,35006,9
3997,Male,30,219546,89
31690,Female,28,28889,96
24051,Female,18,71304,59
20832,Female,20,64462,54
5071,Female,35,176040,29
19249,Female,20,166193,6
24101,Female,34,58128,42
23713,Male,55,142703,13
1369,Female,56,82494,45
22895,Female,50,45149,76
12480,Female,33,59998,45
45553,Female,59,64713,56
14360,Female,38,15000,22
6025,Female,62,64248,53
17465,Male,21,171343,33
42021,Female,69,144052,84
43376,Female,40,101494,33
18916,Female,25,46138,90
27683,Female,27,185951,82
6051,Female,41,64537,54
9444,Female,41,80348,41
32954,Female,29,64807,57
6763,Male,31,54861,41
39458,Male,49,73074,40
40864,Female,19,37319,27
11835,Male,49,27947,32
41338,Female,41,153435,11
7915,Male,28,99958,84
7945,Female,21,33101,95
19077,Female,31,51273,56
10149,Male,29,69426,54
23303,Male,41,22017,74
5016,Female,30,71847,55
44276,Female,27,220517,83
39945,Female,37,20061,63
24608,Male,32,54067,55
15443,Female,20,124428,16
49903,Female,18,25462,32
1696,Male,51,46424,75
44551,Female,33,38699,39
34620,Male,40,47900,57
3989,Female,53,243170,84
13059,Female,52,56297,44
19185,Male,46,28430,12
44866,Male,35,163666,75
35726,Female,22,65123,58
47316,Female,25,32837,11
13282,Female,49,93748,46
29711,Male,50,66991,56
32463,Female,23,40719,72
42147,Male,24,69614,53
43882,Male,45,39697,63
10010,Female,34,66976,45
23763,Male,37,112343,25
47471,Female,34,30085,75
49272,Female,43,50294,52
49558,Female,47,37590,19
41202,Female,33,62829,51
36135,Male,49,37945,82
30969,Male,37,165524,95
35664,Male,18,40657,42
3247,Male,31,219986,71
17110,Male,45,168331,76
33594,Male,36,249656,77
12794,Female,20,110884,6
220,Female,18,32604,8
10162,Male,41,50536,55
18302,Male,31,50642,59
8744,Female,27,53301,50
7300,Female,26,295599,84
41667,Female,32,87474,18
31573,Female,25,21313,15
40572,Male,18,98088,72
45288,Female,33,46612,59
18583,Male,45,264331,92
25721,Male,41,122848,94
48608,Male,52,85990,46
29635,Male,38,62616,44
39685,Female,38,135659,24
9873,Male,39,94139,47
4103,Female,30,278085,85
28850,Female,32,165803,86
27247,Male,32,67343,53
49020,Male,29,57745,43
12847,Male,48,68340,52
34401,Male,18,65454,59
17698,Male,32,59046,48
34701,Male,44,43992,58
42277,Male,27,66664,53
39248,Female,28,84122,56
47534,Male,43,40501,6
11022,Female,32,69622,57
2192,Female,37,284687,71
1429,Male,48,59224,58
14282,Female,58,63539,51
28584,Female,32,73779,42
22930,Female,48,43333,27
399,Male,35,51783,59
32570,Male,36,23615,72
38305,Female,37,33603,64
48669,Male,43,33508,20
805,Male,48,58250,54
4252,Male,29,131226,18
24276,Female,46,74865,49
29981,Female,51,126936,12
20879,Female,18,51155,87
15799,Male,50,53649,47
33823,Male,33,85703,50
49739,Female,18,46693,38
4877,Male,18,105623,97
10,Male,45,48578,47
16737,Male,45,83585,55
18515,Female,37,53139,41
13476,Female,32,26102,71
2200,Female,31,198651,76
27335,Female,46,77186,46
7416,Female,25,30065,76
8379,Female,20,65235,43
38885,Male,64,175987,26
11440,Female,38,23188,16
35990,Female,26,18789,35
48465,Male,47,113824,30
20635,Male,41,52854,43
910,Male,30,71215,58
40884,Male,32,76823,54
13538,Male,20,58766,50
35443,Female,22,29094,73
25236,Female,30,44140,12
42754,Female,18,69470,45
7198,Female,46,45792,25
3659,Male,56,91669,48
5372,Female,32,72461,50
1772,Female,18,52288,56
37495,Female,25,220409,81
37934,Male,64,77647,55
23636,Female,54,20116,33
37022,Female,48,272480,72
35266,Female,66,97309,11
6759,Female,30,38762,31
42191,Female,18,32048,27
6673,Female,28,126624,28
35157,Male,45,87442,50
2993,Male,28,87221,49
21864,Female,49,138425,6
28442,Female,31,62741,49
39866,Female,26,31350,30
37313,Male,29,78706,41
16376,Female,26,64675,49
35816,Male,18,156957,32
14736,Female,30,26243,26
6226,Female,35,80661,40
38659,Female,48,33988,17
46614,Male,35,31882,84
34981,Male,25,205001,74
43052,Female,18,15000,93
13519,Male,21,72935,53
32504,Female,45,66250,58
121,Male,44,116578,78
22247,Male,41,43665,14
43843,Female,42,123437,16
20194,Female,42,70332,57
3725,Female,36,64291,56
19411,Male,28,41870,32
29168,Female,42,123236,92
22737,Female,41,43403,44
39479,Female,47,96894,76
20584,Female,48,53211,56
11482,Male,42,120314,15
21444,Male,18,102882,25
6326,Male,53,79733,45
5863,Female,46,72821,58
6649,Female,28,101025,14
7970,Male,36,132586,21
48083,Male,39,83601,59
36235,Male,49,86564,59
29243,Male,61,67481,51
26408,Female,26,87351,42
24672,Female,28,95824,14
18889,Male,39,46901,6
33012,Female,37,180832,27
15712,Male,37,203662,78
46526,Male,48,81746,42
2929,Male,52,53648,41
3754,Female,36,18251,12
39537,Female,43,27272,63
8978,Male,23,73231,57
37547,Male,21,58814,40
24577,Male,18,60607,51
18659,Male,32,34313,19
41112,Male,33,74513,54
12177,Male,52,15000,66
25030,Female,27,17645,83
37285,Male,33,53410,54
6111,Male,44,63481,47
29767,Female,69,249874,76
14049,Male,38,87408,57
4841,Male,36,21247,83
42074,Female,52,52956,36
40506,Male,32,27991,22
26463,Male,29,76068,47
38829,Female,54,29717,72
25620,Female,27,21952,95
